"DataStream_x","DataStream_y"
1563,19.5195,
1564,20.4669,
1565,20.724,
1566,18.6082,
1567,18.2262,
1568,25.3758,
1569,19.3437,
1570,21.259,
1571,21.1357,
1572,18.7973,
1573,24.5111,
1574,22.7773,
1575,19.0521,
1576,17.1628,
1577,22.2482,
1578,18.7406,
1579,19.0268,
1580,22.3499,
1581,19.2283,
1582,20.5425,
1583,24.0338,
1584,19.9776,
1585,20.4093,
1586,18.1771,
1587,20.3986,
1588,20.4439,
1589,20.3024,
1590,22.0843,
1591,21.3856,
1592,22.7418,
1593,24.3361,
1594,17.8362,
1595,22.8008,
1596,18.2059,
1597,20.9851,
1598,19.8825,
1599,19.3967,
1600,20.1558,
1601,21.167,
1602,22.4423,
1603,19.628,
1604,26.5001,
1605,20.1142,
1606,22.8291,
1607,17.9582,
1608,19.4731,
1609,19.6152,
1610,21.4042,
1611,18.3008,
1612,19.7121,
1613,19.9679,
1614,25.7307,
1615,17.7549,
1616,21.7609,
1617,21.2754,
1618,19.1954,
1619,20.2004,
1620,18.528,
1621,19.6064,
1622,18.7231,
1623,25.22,
1624,19.4102,
1625,19.0615,
1626,18.7453,
1627,22.9649,
1628,20.9096,
1629,20.725,
1630,22.601,
1631,20.2516,
1632,20.8439,
1633,18.779,
1634,18.9569,
1635,17.5747,
1636,19.5863,
1637,24.8706,
1638,21.5134,
1639,19.2001,
1640,24.3904,
1641,20.5831,
1642,21.3267,
1643,20.1357,
1644,24.4891,
1645,24.3385,
1646,19.8612,
1647,23.0368,
1648,20.2741,
1649,23.6333,
1650,20.1395,
1651,20.7496,
1652,20.5666,
1653,24.9048,
1654,18.3747,
1655,21.4808,
1656,24.9134,
1657,18.0701,
1658,21.1731,
1659,19.3788,
1660,21.1063,
1661,20.7715,
1662,20.3284,
1663,25.0188,
1664,22.0308,
1665,22.1884,
1666,19.4087,
1667,19.4833,
1668,19.6564,
1669,20.9233,
1670,20.4354,
1671,23.1602,
